id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
5466,56,retired,married,basic.4y,no,no,no,cellular,nov,fri,162,1,1003,1,failure,-0.1,89.09,-43.84,4,5060.7,no
5467,34,admin.,divorced,high.school,no,no,no,cellular,apr,tue,1474,0,126,6,success,-1.8,97.7,-49.92,4.09,4790.48,no
5468,40,admin.,single,high.school,unknown,unknown,unknown,cellular,nov,mon,422,1,1024,0,nonexistent,-0.1,91.05,-43.76,4.17,5065.9,no
5469,43,retired,married,basic.9y,unknown,no,no,telephone,jun,fri,42,1,1001,0,nonexistent,1.4,94.74,-40.67,4.71,5113.08,no
5470,31,technician,single,professional.course,no,yes,no,cellular,aug,wed,516,0,951,0,nonexistent,1.4,94.93,-36.42,5.09,5113.08,no
5471,44,blue-collar,married,professional.course,no,no,no,cellular,oct,tue,2556,0,114,6,nonexistent,-3.4,91.96,-43.08,4.88,5125.37,no
5472,40,services,married,unknown,unknown,yes,no,telephone,jun,mon,94,27,997,0,nonexistent,1.4,94.74,-42.67,4.79,5045.11,no
5473,30,entrepreneur,single,university.degree,no,yes,yes,cellular,aug,wed,1838,3,227,4,failure,1.4,92.25,-44.29,3.89,5253.39,no
5474,51,blue-collar,divorced,basic.4y,no,no,no,telephone,may,thu,96,3,172,4,success,1.1,95.75,-40.01,1.98,5266.73,no
5475,51,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,69,2,970,0,nonexistent,1.1,92.67,-35.63,4.97,4983.35,no
5476,33,admin.,single,university.degree,no,yes,no,cellular,nov,thu,940,2,60,5,success,-0.1,97.6,-50.49,2.13,5004.43,no
5477,33,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,546,1,967,0,nonexistent,1.4,92.41,-42.87,4.87,5275.15,yes
5478,33,blue-collar,married,basic.9y,no,yes,no,telephone,oct,tue,450,1,59,2,failure,-0.1,91.07,-45.74,3.01,4895.08,no
5479,77,housemaid,married,basic.9y,unknown,unknown,no,cellular,sep,fri,3395,8,1005,0,nonexistent,1.4,91.01,-36.13,5.12,5013.74,yes
5480,31,technician,single,university.degree,no,no,no,cellular,aug,tue,391,6,954,0,nonexistent,1.4,89.61,-35.95,5.02,5081.71,no
5481,41,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,216,3,1020,0,nonexistent,1.1,95.87,-37.89,4.81,5398.64,no
5482,27,services,married,high.school,no,no,no,cellular,jul,wed,347,1,1018,0,nonexistent,1.4,97.39,-41.29,4.97,5024.2,no
5483,30,management,single,university.degree,no,no,no,cellular,jul,wed,1552,1,231,0,success,1.4,91.56,-34.15,1.47,5195.32,yes
5484,50,admin.,married,university.degree,unknown,no,no,cellular,jul,tue,22,5,1034,0,nonexistent,1.4,89.87,-42.14,4.81,5243.78,no
5485,49,technician,married,professional.course,no,yes,no,cellular,aug,thu,4234,1,480,0,success,1.4,88.32,-49.71,1.82,5087.07,no
5486,33,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,2304,1,193,0,nonexistent,-0.1,93.97,-36.08,2.27,5399.31,no
5487,47,services,married,professional.course,no,yes,yes,cellular,aug,thu,1157,9,273,5,success,1.4,92.54,-45.56,4.33,5206.88,no
5488,52,self-employed,married,basic.9y,unknown,no,no,cellular,may,thu,272,0,1037,0,nonexistent,-1.8,96.98,-46.29,1.25,4920.63,no
5489,50,blue-collar,married,basic.9y,unknown,no,no,cellular,may,tue,55,1,965,2,failure,-1.8,91.4,-44.21,1.29,5297.96,no
5490,34,blue-collar,married,basic.4y,no,unknown,unknown,cellular,may,thu,146,0,450,4,nonexistent,-1.8,93.45,-33.97,2.55,5055.96,no
5491,31,technician,single,high.school,no,no,no,cellular,aug,wed,68,0,1033,0,nonexistent,1.4,90.82,-35.23,4.95,5296.06,no
5492,47,entrepreneur,married,basic.9y,unknown,yes,no,cellular,aug,mon,4136,6,909,1,nonexistent,1.4,92.04,-29.21,1.71,5090.64,no
5493,57,management,married,university.degree,no,unknown,unknown,cellular,nov,tue,3222,0,464,6,nonexistent,-3.4,94.03,-35.57,2.38,5175.54,yes
5494,54,management,married,university.degree,no,no,no,cellular,aug,wed,544,1,1017,0,nonexistent,1.4,89.33,-36.6,4.76,5484.27,no
5495,29,admin.,single,professional.course,no,yes,yes,cellular,may,thu,104,1,1026,1,failure,-1.8,93.17,-44.99,1.36,5226.57,no
5496,32,blue-collar,married,high.school,no,yes,no,telephone,nov,mon,4334,1,572,0,success,-0.1,95.33,-51.37,3.89,5055.18,yes
5497,30,admin.,married,high.school,no,yes,no,cellular,may,wed,396,0,437,6,nonexistent,-1.8,89.09,-49.1,3.34,5229.85,no
5498,32,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,4662,1,186,5,nonexistent,-1.8,90.74,-48.78,2.93,5152.08,no
5499,43,services,married,basic.6y,no,unknown,unknown,cellular,may,tue,145,1,981,0,nonexistent,-1.8,89.64,-46.24,1.26,5048.1,no
5500,30,management,married,university.degree,no,no,no,cellular,nov,wed,3736,5,525,2,failure,-0.1,92.48,-43.69,4.83,5038.24,no
5501,38,housemaid,married,basic.4y,no,no,yes,telephone,may,mon,2492,1,149,3,success,1.1,96.12,-29.21,2.3,5269.92,no
5502,32,blue-collar,married,basic.4y,no,no,no,telephone,jul,fri,104,1,1041,0,nonexistent,1.4,91.94,-44.57,4.79,5107.85,no
5503,56,housemaid,divorced,basic.4y,no,yes,yes,cellular,sep,wed,1496,0,791,0,failure,-3.4,94.14,-38.97,5.07,4853.34,no
5504,27,blue-collar,married,high.school,no,no,no,telephone,jun,fri,1745,1,42,0,failure,1.4,98.05,-38.66,2.02,5158.01,no
5505,32,admin.,single,university.degree,no,no,no,cellular,apr,wed,3888,2,541,1,failure,-1.8,93.31,-32.46,1.61,5435.1,no
5506,54,blue-collar,divorced,basic.4y,no,yes,no,cellular,apr,thu,4555,0,575,1,success,-1.8,93.35,-45.8,2.58,5179.22,no
5507,27,admin.,single,high.school,no,yes,no,cellular,may,tue,92,0,970,0,nonexistent,-1.8,94.75,-45.78,1.26,5338.75,no
5508,40,blue-collar,married,professional.course,unknown,yes,no,telephone,may,thu,7,1,962,0,nonexistent,1.1,89.48,-37.2,4.85,5284.43,no
5509,47,admin.,married,high.school,no,yes,no,cellular,jul,tue,262,0,1035,0,nonexistent,-1.7,92.23,-39.17,0.83,5241.18,yes
5510,33,technician,divorced,professional.course,no,yes,yes,cellular,aug,wed,10,12,974,0,nonexistent,1.4,96.71,-35.34,4.88,5055.57,no
5511,33,admin.,single,basic.9y,no,yes,no,cellular,may,tue,313,3,9,1,success,-1.8,96.42,-44.58,1.3,5185.78,no
5512,38,technician,single,professional.course,no,no,no,cellular,aug,wed,115,1,1015,0,nonexistent,1.4,90.36,-36.02,4.94,5411.08,no
5513,51,services,single,high.school,no,no,no,telephone,may,tue,435,0,1023,0,nonexistent,1.1,93.33,-34.65,4.93,5066.41,no
5514,60,retired,married,high.school,no,yes,no,cellular,nov,thu,129,1,969,0,nonexistent,-0.1,90.12,-41.07,4.23,5232.17,no
5515,32,blue-collar,single,high.school,no,no,no,telephone,jun,fri,2274,2,601,2,failure,1.4,90.17,-41.45,4.15,4884.31,no
5516,31,technician,single,professional.course,no,no,no,cellular,aug,wed,1028,3,345,0,success,1.4,94.9,-38.73,3.32,4767.71,no
5517,36,admin.,single,university.degree,no,no,no,telephone,jun,fri,34,6,953,0,nonexistent,1.4,98.14,-42.55,4.96,5092.16,no
5518,57,technician,married,professional.course,no,yes,no,cellular,jul,tue,215,0,979,0,nonexistent,1.4,95.23,-44.45,4.72,5332.66,no
5519,49,services,married,high.school,no,yes,yes,cellular,may,fri,45,1,986,0,nonexistent,-1.8,91.77,-48.14,1.19,5017.51,no
5520,58,technician,married,professional.course,unknown,no,no,telephone,jun,tue,138,0,1010,0,nonexistent,1.4,92,-43.17,4.91,5154.9,no
5521,40,technician,married,professional.course,no,no,no,cellular,may,mon,84,1,1047,0,nonexistent,-1.8,90.1,-48.32,1.22,5109.29,no
5522,33,student,single,university.degree,unknown,no,no,telephone,may,tue,169,4,1018,0,nonexistent,1.1,90.23,-37.41,4.76,5191,no
5523,31,technician,married,professional.course,no,yes,no,cellular,jun,tue,3892,2,256,3,failure,-2.9,95.13,-44.52,2.9,4915.34,no
5524,66,retired,married,high.school,no,yes,no,cellular,nov,mon,4888,3,136,3,failure,-3.4,91.25,-53.12,2.51,5248.86,no
5525,30,technician,single,professional.course,no,yes,no,cellular,jul,tue,155,0,1002,0,nonexistent,1.4,97.67,-43.29,4.95,5060.8,no
5526,31,services,married,high.school,no,no,no,cellular,nov,tue,198,1,1006,1,failure,-0.1,90.87,-40.99,4.11,4977.57,no
5527,30,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,mon,912,0,1003,0,nonexistent,1.4,98.99,-41.54,5.15,5196.73,yes
5528,46,management,married,university.degree,no,yes,no,cellular,jun,mon,342,1,978,0,nonexistent,-2.9,96.86,-38.88,1.31,5182.8,no
5529,26,admin.,single,high.school,no,no,no,cellular,jul,fri,131,3,1013,0,nonexistent,1.4,97.48,-40.9,4.85,5337.89,no
5530,31,technician,married,high.school,no,yes,no,telephone,jun,fri,305,5,1004,1,failure,-2.9,90.36,-41.49,1.23,4944.21,yes
5531,51,blue-collar,married,professional.course,no,yes,no,cellular,dec,wed,234,3,1008,0,nonexistent,-3,96.42,-31.41,0.72,5139.04,yes
5532,63,technician,married,unknown,no,no,yes,cellular,jul,mon,197,2,932,6,failure,-1.7,94.55,-50.21,2.84,5153.32,no
5533,42,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,128,2,988,0,nonexistent,1.1,93.71,-36.14,5.09,5056.03,no
5534,36,entrepreneur,married,basic.6y,no,no,no,telephone,may,mon,82,0,969,0,nonexistent,1.1,90.14,-37.71,5.01,5133.89,no
5535,59,self-employed,married,basic.4y,no,yes,no,cellular,apr,mon,600,4,963,0,nonexistent,-1.8,96.7,-48.7,1.42,5088.9,no
5536,35,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,375,3,984,0,nonexistent,1.1,96.34,-38.11,4.94,5061.22,no
5537,48,technician,divorced,professional.course,no,yes,no,cellular,may,mon,2283,1,554,0,nonexistent,-1.8,95.95,-37.07,1.74,5356.07,no
5538,44,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,4910,0,400,1,success,1.1,95.89,-40.69,1.44,5135.64,no
5539,38,services,married,high.school,no,yes,no,cellular,nov,tue,3916,1,824,1,success,-0.1,88.84,-28.51,2.6,5322.68,no
5540,28,technician,single,university.degree,no,yes,yes,cellular,may,thu,1886,1,140,1,success,-1.8,94.35,-38.04,4.3,4878.21,no
5541,25,admin.,married,university.degree,no,yes,yes,telephone,may,fri,5104,0,611,1,nonexistent,1.1,93.57,-50.88,4,5265.4,no
5542,35,management,married,university.degree,unknown,no,no,telephone,jun,fri,9,22,999,0,nonexistent,1.4,90.96,-40.83,4.88,5160.13,no
5543,47,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,2998,0,477,6,failure,1.4,95.02,-50.13,4.5,5262.72,no
5544,38,unknown,married,basic.4y,yes,unknown,unknown,cellular,oct,mon,264,20,957,0,nonexistent,1.4,96.44,-41.29,4.99,4966.69,no
5545,51,blue-collar,divorced,professional.course,no,yes,no,cellular,nov,fri,104,1,1036,0,nonexistent,-0.1,92.64,-42.5,4.18,5393.24,no
5546,33,blue-collar,single,high.school,no,yes,no,cellular,nov,tue,251,0,1041,0,nonexistent,-0.1,96.74,-43.47,4.09,4977.57,no
5547,30,entrepreneur,single,university.degree,no,yes,no,cellular,jul,thu,335,1,971,0,nonexistent,1.4,91.66,-40.6,4.99,5369.25,no
5548,45,technician,single,professional.course,no,yes,no,cellular,jul,mon,3912,2,305,6,failure,1.4,92.05,-40.42,3.53,5184.44,no
5549,56,admin.,married,university.degree,unknown,yes,no,cellular,jun,fri,1601,1,958,0,nonexistent,-2.9,92.68,-41.86,1.2,5203.1,yes
5550,56,retired,married,unknown,no,no,no,cellular,aug,fri,83,2,982,0,nonexistent,1.4,89.23,-34.98,4.86,5369.25,no
5551,33,technician,married,professional.course,no,yes,yes,cellular,jul,wed,122,2,993,0,nonexistent,1.4,97.67,-42.44,4.86,5034.66,no
5552,49,technician,married,professional.course,unknown,yes,no,cellular,jul,tue,380,2,955,0,nonexistent,1.4,89.5,-42.7,4.76,5045.11,no
5553,46,admin.,divorced,basic.9y,no,yes,no,telephone,jun,fri,4599,2,243,5,success,1.4,91.76,-44.75,0.65,4799.86,no
5554,30,student,single,unknown,unknown,yes,no,telephone,may,thu,362,5,815,2,nonexistent,1.1,89.38,-48.44,2.35,5102.5,no
5555,30,technician,married,high.school,no,yes,no,cellular,aug,tue,111,1,985,0,nonexistent,1.4,97.74,-35.7,5.08,5086.94,no
5556,24,admin.,married,high.school,no,yes,no,telephone,jun,wed,270,2,958,0,nonexistent,1.4,98.81,-41.08,4.82,5149.67,no
5557,37,unemployed,married,high.school,no,no,no,cellular,nov,mon,4348,2,675,4,nonexistent,-0.1,90.29,-39.22,0.98,4924.9,no
5558,27,admin.,married,university.degree,no,yes,yes,telephone,may,wed,1249,0,379,4,nonexistent,1.1,93.88,-43.6,4.76,5297.58,no
5559,53,services,married,high.school,unknown,no,no,cellular,may,fri,2668,0,231,6,success,-1.8,91.65,-29.09,2.07,4892.62,no
5560,26,services,single,high.school,no,yes,yes,telephone,may,fri,3713,4,881,1,nonexistent,1.1,97.02,-43.95,4.29,5238.89,no
5561,33,student,single,basic.4y,unknown,no,no,telephone,may,thu,91,1,1011,0,nonexistent,1.1,96.34,-36.32,4.96,5336.34,no
5562,54,admin.,married,university.degree,no,yes,yes,cellular,nov,tue,1823,1,261,6,nonexistent,-0.1,97.16,-48.86,2.65,5106.43,no
5563,56,unknown,married,basic.4y,unknown,yes,no,telephone,jun,tue,215,2,1038,0,nonexistent,1.4,95.97,-42.3,4.73,5384.94,no
5564,47,management,married,university.degree,no,yes,yes,cellular,aug,tue,83,0,1025,0,nonexistent,1.4,98.02,-35.08,5.05,5332.66,no
5565,39,unemployed,married,basic.9y,unknown,yes,no,cellular,jul,mon,68,1,967,0,nonexistent,1.4,94.29,-44.83,4.78,5018.97,no
5566,46,admin.,single,university.degree,no,yes,yes,cellular,dec,tue,313,1,992,0,nonexistent,-3,90.48,-32.63,0.67,5154.11,yes
5567,39,self-employed,married,university.degree,unknown,yes,no,cellular,apr,mon,95,2,1025,0,nonexistent,-1.8,96.7,-47.75,1.45,4956.32,no
5568,33,technician,married,professional.course,no,no,no,cellular,nov,tue,95,3,983,0,nonexistent,-0.1,96.46,-41.16,3.99,5388.04,no
5569,27,admin.,married,high.school,no,yes,no,cellular,jul,mon,4536,1,1032,1,failure,1.4,89.43,-48.67,3.93,5228.22,no
5570,31,technician,married,professional.course,no,yes,no,cellular,aug,wed,173,1,1036,0,nonexistent,1.4,97.27,-34.87,5,5228.1,no
5571,46,technician,married,professional.course,no,no,no,telephone,may,thu,4640,2,163,3,success,1.1,94.06,-47.14,2.89,4790.19,no
5572,53,technician,married,high.school,unknown,yes,no,cellular,nov,wed,286,1,968,0,nonexistent,-0.1,88.63,-42.71,4.16,4967.18,no
5573,51,admin.,married,university.degree,no,no,no,cellular,aug,mon,68,2,994,0,nonexistent,1.4,93.63,-34.43,4.83,5353.57,no
5574,29,unemployed,married,basic.6y,unknown,no,no,telephone,jun,tue,207,9,1048,0,nonexistent,1.4,91.25,-39.91,4.95,5390.17,no
5575,31,technician,single,professional.course,no,yes,no,cellular,jul,tue,490,0,1046,0,nonexistent,1.4,96.26,-43.25,4.96,5212.41,no
5576,77,management,unknown,basic.6y,yes,no,yes,telephone,aug,thu,3786,5,799,3,nonexistent,-0.1,99.01,-50.74,2.22,5023.98,no
5577,36,management,married,university.degree,no,yes,no,cellular,jun,tue,4559,1,914,0,success,-2.9,92.85,-35.04,3.06,4940.81,no
5578,48,management,married,basic.9y,no,yes,yes,cellular,jul,thu,215,8,1041,0,nonexistent,1.4,90.91,-43.76,5.05,4992.83,no
5579,48,admin.,married,high.school,no,yes,no,cellular,jul,tue,3584,1,281,2,nonexistent,-2.9,96.13,-34.39,3.54,5427.06,no
5580,58,retired,married,unknown,unknown,no,no,cellular,jul,wed,179,2,961,0,nonexistent,1.4,89.69,-41.03,4.75,5154.9,no
5581,30,technician,single,professional.course,no,no,no,cellular,may,fri,1000,0,999,0,nonexistent,-1.8,92.98,-47.72,1.28,5303.06,yes
5582,32,admin.,single,university.degree,no,yes,yes,cellular,nov,fri,72,0,1046,0,nonexistent,-0.1,93.38,-42.79,3.84,5278.93,no
5583,39,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,236,0,971,0,nonexistent,1.1,89.95,-35.34,4.74,5050.84,no
5584,63,admin.,married,basic.4y,unknown,no,no,cellular,oct,thu,288,1,1,2,success,-3.4,91.41,-25.68,0.71,5228.23,yes
5585,31,admin.,single,high.school,no,yes,no,cellular,may,wed,159,1,1014,1,failure,-1.8,91.68,-48.41,1.3,5236.77,no
5586,37,technician,married,professional.course,no,yes,no,cellular,jul,fri,254,6,1026,0,nonexistent,1.4,97.58,-41.84,5.07,5405.85,no
5587,51,technician,single,unknown,yes,no,no,telephone,apr,wed,598,34,476,6,failure,1.4,93.98,-44.68,3.19,4837.9,no
5588,30,admin.,single,university.degree,no,no,no,cellular,aug,thu,2402,1,360,5,nonexistent,-2.9,90.65,-27.08,3.76,5400.18,no
5589,44,technician,married,professional.course,no,no,no,cellular,aug,thu,79,2,956,0,nonexistent,1.4,93.35,-37,4.94,5212.41,no
5590,45,technician,married,university.degree,no,yes,no,cellular,apr,thu,387,1,1031,0,nonexistent,-1.8,91.3,-47.57,1.46,5134.79,no
5591,41,admin.,divorced,university.degree,unknown,no,no,telephone,aug,tue,611,5,262,2,nonexistent,1.4,99.13,-31.11,3.31,4985.97,no
5592,58,retired,married,university.degree,no,yes,no,cellular,jul,mon,652,6,1011,0,nonexistent,1.4,96.73,-44.79,4.79,4971.92,yes
5593,26,student,single,university.degree,no,yes,no,telephone,aug,wed,149,1,0,5,success,-1.7,91.58,-38.64,0.88,5091.43,no
5594,54,retired,married,basic.4y,no,no,no,cellular,jun,tue,529,2,2,4,failure,-2.9,93.33,-41.08,1.25,5167.57,no
5595,47,services,married,basic.4y,unknown,yes,no,cellular,nov,mon,3853,0,708,2,success,-0.1,90.99,-39.21,1.5,5085.34,no
5596,34,technician,single,high.school,no,yes,no,cellular,aug,mon,2806,1,412,2,success,1.4,90.24,-44.7,1.99,5179.85,no
5597,29,services,single,professional.course,no,no,no,telephone,jun,wed,387,0,956,0,nonexistent,1.4,95.69,-40.46,4.7,5290.83,no
5598,28,admin.,single,university.degree,no,no,yes,cellular,jun,thu,825,3,1021,0,nonexistent,-2.9,88.5,-42.1,1.26,5055.89,yes
5599,59,management,divorced,university.degree,unknown,no,no,cellular,apr,mon,3463,2,176,1,success,-1.8,89.49,-47.37,3.12,5230.32,no
5600,51,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,44,2,1005,0,nonexistent,1.1,94.18,-34.94,4.97,4972.97,no
5601,47,retired,married,professional.course,no,yes,yes,cellular,jul,fri,456,4,959,0,nonexistent,1.4,97.11,-44.1,5.01,5452.9,no
5602,52,admin.,married,high.school,no,yes,no,cellular,nov,wed,119,3,993,0,nonexistent,-0.1,96.08,-40.15,4.21,5107.47,no
5603,42,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,3150,1,413,0,failure,-0.1,92.28,-30.28,2,4753.93,no
5604,46,admin.,married,basic.9y,no,yes,no,cellular,nov,mon,4235,1,431,1,failure,-0.1,89.94,-52.39,1.85,4904.86,no
5605,34,services,married,high.school,no,no,no,cellular,apr,mon,218,1,1047,0,nonexistent,-1.8,94,-44.98,1.34,5287.76,no
5606,28,entrepreneur,single,university.degree,no,yes,yes,cellular,apr,fri,4062,0,783,6,nonexistent,-1.8,97.61,-38.44,1.86,5417.4,no
5607,22,management,single,university.degree,no,unknown,unknown,cellular,jun,tue,103,0,994,0,nonexistent,-2.9,92.03,-39.16,1.26,5020.36,no
5608,53,blue-collar,married,high.school,unknown,yes,no,cellular,apr,mon,359,0,1047,0,nonexistent,-1.8,92.42,-48.88,1.37,4859.44,no
5609,56,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,4040,2,75,0,failure,1.4,92.35,-40.38,3.11,4902.9,no
5610,45,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,192,1,1019,0,nonexistent,1.1,98.59,-36.69,5.08,5393.44,no
5611,49,entrepreneur,divorced,university.degree,no,yes,no,cellular,may,mon,2875,1,548,3,success,-1.8,94.16,-29.69,3.75,5335.38,no
5612,26,entrepreneur,single,university.degree,no,no,no,cellular,jun,thu,334,1,589,3,success,-2.9,96.64,-41.33,0.79,4935.23,no
5613,44,services,married,basic.4y,unknown,no,yes,cellular,jul,fri,121,4,1002,0,nonexistent,1.4,94.1,-43.34,5.12,5196.73,no
5614,49,management,married,university.degree,no,yes,no,telephone,jun,thu,3826,3,898,4,success,1.4,96.09,-30.69,1.12,5215.01,no
5615,39,technician,single,professional.course,no,no,no,telephone,may,tue,15,1,1003,0,nonexistent,-1.8,88.89,-46.01,1.25,4981.82,no
5616,60,blue-collar,unknown,basic.9y,unknown,no,no,telephone,jun,fri,172,5,949,0,nonexistent,1.4,97.67,-40,4.72,5034.66,no
5617,38,technician,single,university.degree,no,yes,yes,cellular,aug,thu,758,2,561,6,success,-2.9,95.65,-50.83,3.55,5267.52,no
5618,27,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,fri,1041,3,168,0,failure,1.1,92.37,-52,1.99,5292.31,no
5619,44,admin.,married,university.degree,no,yes,no,cellular,jul,wed,1086,0,265,2,failure,1.4,99.14,-44.18,4.83,4895.58,no
5620,27,technician,married,professional.course,no,yes,no,cellular,jul,mon,611,2,1040,0,nonexistent,1.4,91.66,-41.24,4.71,5003.29,no
5621,33,entrepreneur,married,university.degree,unknown,yes,no,cellular,aug,mon,1320,2,668,4,failure,1.4,96.89,-36.41,1.81,5024.45,no
5622,47,management,divorced,university.degree,no,yes,no,cellular,nov,wed,211,0,3,1,success,-3.4,92.64,-29.46,0.72,4977.35,yes
5623,51,admin.,married,high.school,no,yes,no,cellular,apr,thu,704,2,351,0,nonexistent,-1.8,96.82,-44.49,3.98,4922.73,no
5624,36,management,married,university.degree,no,no,no,cellular,may,mon,1709,3,149,1,failure,-1.8,91.96,-38,1.98,4845.37,no
5625,31,services,single,basic.9y,no,no,no,telephone,may,tue,696,1,992,0,nonexistent,1.1,95.77,-36.54,4.92,5362.3,no
5626,79,retired,divorced,unknown,no,no,no,cellular,jun,thu,5054,1,350,1,success,-1.7,88.92,-27.67,1.08,5244.29,yes
5627,31,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,609,2,1015,0,nonexistent,-1.8,94.28,-46.7,1.29,5333.65,yes
5628,33,admin.,single,high.school,no,no,no,cellular,jun,tue,4506,1,136,2,failure,-2.9,98.51,-47.87,1.47,5204.78,no
5629,34,services,married,university.degree,no,yes,no,cellular,may,wed,159,1,1034,1,failure,-1.8,96.7,-47.4,1.28,5216.37,no
5630,28,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,fri,4033,1,999,2,failure,1.4,92.64,-48.54,0.75,5081.78,yes
5631,48,blue-collar,married,basic.4y,no,unknown,unknown,telephone,may,mon,1927,8,621,6,success,1.1,98.36,-42.17,1.18,5053.72,no
5632,31,admin.,single,university.degree,unknown,no,no,cellular,aug,tue,2913,2,105,3,success,1.4,95.55,-42.53,2.01,4930.54,no
5633,37,management,married,university.degree,unknown,no,no,cellular,aug,mon,4992,0,509,4,failure,1.4,91.31,-46.92,3.1,5288.95,no
5634,46,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,1975,1,379,3,nonexistent,1.4,95.62,-45.89,1.2,4823.1,no
5635,66,retired,married,basic.4y,no,yes,no,cellular,oct,thu,120,1,983,0,nonexistent,-3.4,92.33,-27.35,0.73,4962.3,yes
5636,57,management,married,university.degree,unknown,yes,no,cellular,jul,mon,322,1,1048,0,nonexistent,1.4,91.94,-44.45,5.15,5076.48,no
5637,28,management,single,high.school,no,yes,yes,telephone,jun,fri,2186,4,959,4,success,1.4,88.93,-39.94,2.85,5098.57,no
5638,56,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,129,1,959,0,nonexistent,1.4,93.73,-42.27,4.71,5259.46,no
5639,36,blue-collar,unknown,basic.9y,yes,unknown,yes,telephone,oct,mon,3681,19,662,1,success,1.4,93.78,-43.98,1.9,5096.1,yes
5640,30,self-employed,married,university.degree,no,yes,no,telephone,jul,thu,318,26,1029,0,nonexistent,1.4,90.25,-42.95,4.83,5196.73,no
5641,42,technician,married,professional.course,unknown,no,no,telephone,may,fri,204,4,1009,0,nonexistent,1.1,90.89,-37.81,4.68,5056.03,no
5642,46,blue-collar,married,professional.course,no,no,yes,telephone,may,wed,467,4,952,0,nonexistent,1.1,98.22,-35.05,4.68,5061.22,no
5643,56,admin.,married,high.school,no,no,yes,telephone,may,wed,150,1,987,0,nonexistent,1.1,91.55,-38.11,4.85,5092.37,no
5644,51,blue-collar,married,unknown,unknown,yes,no,telephone,may,mon,72,1,1000,0,nonexistent,1.1,92.49,-35.89,4.88,5056.03,no
5645,36,blue-collar,divorced,high.school,no,no,no,cellular,may,thu,449,1,681,0,nonexistent,-1.8,97.17,-53.13,4.28,5333.8,no
5646,57,technician,divorced,unknown,unknown,yes,no,cellular,jul,mon,341,11,987,0,nonexistent,1.4,95.13,-42.91,4.74,4966.69,no
5647,35,technician,single,university.degree,unknown,yes,no,cellular,jul,wed,379,1,988,0,nonexistent,1.4,95.51,-41.8,4.79,5097.39,no
5648,38,blue-collar,single,basic.4y,no,yes,no,telephone,may,mon,3711,1,189,5,nonexistent,1.1,93.5,-49.47,2.65,5009.54,no
5649,34,services,married,university.degree,no,no,no,cellular,may,thu,68,1,954,1,failure,-1.8,95.86,-46.1,1.26,4986.91,no
5650,38,technician,married,basic.9y,no,yes,no,telephone,may,tue,33,2,961,0,nonexistent,1.1,91.17,-35.05,4.84,5300.01,no
5651,35,self-employed,married,professional.course,no,yes,yes,telephone,may,wed,4141,1,363,1,success,1.1,92.71,-30.45,2.99,5257.3,no
5652,51,admin.,married,high.school,no,yes,no,cellular,aug,wed,2661,2,588,1,nonexistent,-2.9,93.97,-36.72,3.1,4957.25,no
5653,48,unemployed,divorced,university.degree,no,yes,yes,cellular,jul,fri,128,5,989,0,nonexistent,1.4,96.35,-40.94,5.16,5008.51,no
5654,38,student,married,basic.6y,no,no,no,telephone,mar,tue,825,0,953,0,nonexistent,1.4,90.49,-42.88,5.15,5008.51,no
5655,42,admin.,single,high.school,no,no,no,cellular,nov,wed,980,1,965,1,failure,-0.1,88.63,-41.7,4.24,5247.75,yes
5656,27,services,married,high.school,no,no,no,cellular,jul,thu,481,1,1006,0,nonexistent,1.4,98.23,-42.61,5,5411.08,no
5657,94,admin.,married,basic.9y,no,yes,yes,cellular,may,wed,234,15,2,1,success,-1.1,92.23,-48.9,1.01,4740.23,no
5658,50,technician,divorced,university.degree,no,no,no,telephone,may,tue,97,2,1039,0,nonexistent,1.1,95.87,-38.11,4.99,5440.16,no
5659,32,admin.,married,university.degree,no,no,no,telephone,jul,thu,139,0,1003,0,nonexistent,1.4,97.76,-42.4,4.97,5337.89,no
5660,55,management,married,university.degree,no,yes,no,telephone,jul,fri,193,0,949,0,nonexistent,1.4,98.61,-41.93,5.08,5081.71,no
